sku_id,description,first_sale_date,last_sale_date,average_selling_price,total_units_sold,total_revenue,history_weeks,is_recent,is_long_enough,in_core_scope
85216,ASSORTED CAKES FRIDGE MAGNETS,2009-12-01,2011-11-18,2.02281914893617,2849.0,2154.2200000000003,102.42857142857143,True,True,True
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,2009-12-01,2010-09-09,1.726242424242424,2869.0,1981.85,40.285714285714285,False,False,False
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,2010-01-14,2010-02-15,0.875,1992.0,625.1999999999999,4.571428571428571,False,False,False
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,2009-12-02,2010-02-17,1.3,12236.0,6875.0,11.0,False,False,False
85221,ASSORTED COLOUR SILK COIN PURSE,2009-12-02,2010-05-10,1.0245833333333334,3558.0,1685.46,22.714285714285715,False,False,False
85222,ASSORTED COLOUR SILK COSMETIC PURSE,2009-12-02,2010-06-21,2.2184615384615385,1406.0,1579.68,28.714285714285715,False,False,False
85224,ASSORTED COLOUR SILK GLASSES CASE,2009-12-02,2011-03-23,1.9365625,2004.0,1120.96,68.0,False,True,False
85225,BLING KEY RING STAND,2009-12-13,2011-12-07,1.2045454545454546,19.0,22.5,103.42857142857143,True,True,True
85226A,WHITE/BLUE PULL BACK RACING CAR,2009-12-02,2010-11-24,0.7360264900662251,1714.0,933.07,51.0,False,False,False
85226C,BLUE PULL BACK RACING CAR,2009-12-01,2010-11-09,0.7651190476190476,989.0,522.3100000000001,49.0,False,False,False
85227,SET/6 3D KIT CARDS FOR KIDS,2009-12-01,2011-12-09,1.1122246696035245,3440.0,3086.44,105.42857142857143,True,True,True
85230A,OPIUM SCENTED VOTIVE CANDLE,2009-12-13,2011-12-02,0.2683333333333333,1992.0,497.04,102.71428571428571,True,True,True
85230B,CINNAMON SCENTED VOTIVE CANDLE,2009-12-08,2011-12-06,0.278235294117647,2120.0,561.04,104.0,True,True,True
85230C,ROSE SCENTED VOTIVE CANDLE,2009-12-10,2009-12-10,0.29,24.0,6.959999999999999,0.0,False,False,False
85230D,VANILLA SCENTED VOTIVE CANDLE,2009-12-10,2009-12-10,0.29,24.0,6.959999999999999,0.0,False,False,False
85230E,STRAWBRY SCENTED VOTIVE CANDLE,2009-12-08,2011-09-11,0.2754545454545454,2445.0,628.41,91.71428571428571,False,True,False
85230F,JASMINE VOTIVE CANDLE,2009-12-02,2011-11-10,0.2770967741935484,2946.0,725.6999999999999,101.14285714285714,True,True,True
85230G,ORANGE VOTIVE CANDLE,2009-12-02,2011-12-02,0.2691304347826087,1680.0,425.75999999999993,104.28571428571429,True,True,True
85231B,CINAMMON SET OF 9 T-LIGHTS,2009-12-01,2011-12-08,1.0465809768637533,2054.0,1877.84,105.28571428571429,True,True,True
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,2009-12-01,2010-06-13,0.9473831775700936,835.0,695.23,27.714285714285715,False,False,False
85231G,ORANGE SCENTED SET/9 T-LIGHTS,2009-12-01,2011-10-12,0.9882101167315176,1474.0,1281.31,97.14285714285714,False,True,False
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,2009-12-01,2010-05-02,0.914915254237288,1039.0,838.3499999999999,21.714285714285715,False,False,False
85231b,CINAMMON SET OF 9 T-LIGHTS,2010-10-01,2011-04-15,1.645,4.0,6.58,28.0,False,False,False
85231e,STRAWBERRY SCENTED SET/9 T-LIGHTS,2010-03-29,2010-03-29,1.66,1.0,1.66,0.0,False,False,False
85231g,ORANGE SCENTED SET/9 T-LIGHTS,2011-01-14,2011-05-10,1.63,6.0,9.78,16.571428571428573,False,False,False
85232A,SET/3 POLKA DOT STACKING TINS,2009-12-01,2011-06-06,5.423597122302159,375.0,1889.88,78.85714285714286,False,True,False
85232B,SET/3 RUSSIAN DOLL STACKING TINS,2009-12-01,2011-02-11,5.7732044198895025,3061.0,15332.53,62.42857142857143,False,True,False
85232C,RUSSIAN FOLKART STACKING TINS,2010-01-15,2010-01-15,4.95,1.0,4.95,0.0,False,False,False
85232D,SET/3 DECOUPAGE STACKING TINS,2009-12-01,2011-12-08,5.95372197309417,701.0,3636.66,105.28571428571429,True,True,True
85232a,SET/3 POLKA DOT STACKING TINS,2010-04-09,2010-05-26,10.17,2.0,20.34,6.714285714285714,False,False,False
85232b,SET/3 RUSSIAN DOLL STACKING TINS,2009-12-22,2010-11-09,10.18,25.0,254.47,46.0,False,False,False
85232d,SET/3 DECOUPAGE STACKING TINS,2010-09-28,2010-09-28,10.17,1.0,10.17,0.0,False,False,False
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,2009-12-01,2011-11-16,6.049047619047619,33.0,198.98,102.14285714285714,True,True,True
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,2009-12-07,2011-07-25,6.135714285714285,29.0,177.29000000000002,85.0,False,True,False
90000C,OPAL WHITE/SILVER FLOWER NECKLACE,2009-12-13,2010-01-18,6.16,2.0,12.32,5.142857142857143,False,False,False
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,2009-12-01,2011-11-25,6.20764705882353,51.0,313.75,103.42857142857143,True,True,True
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,2009-12-15,2011-10-31,4.235,11.0,46.6,97.85714285714286,True,True,True
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,2010-01-13,2011-11-08,4.237,13.0,55.120000000000005,94.85714285714286,True,True,True
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,2009-12-11,2011-10-20,4.245,11.0,46.7,96.85714285714286,True,True,True
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,2009-12-06,2011-10-09,4.246363636363636,20.0,84.96000000000001,96.0,False,True,False
90002A,FLOWER BURST SILVER RING OPAL,2009-12-07,2010-11-04,3.75,36.0,135.0,47.42857142857143,False,False,False
90002B,FLOWER BURST SILVER RING ROSE,2009-12-02,2010-10-25,3.771818181818182,22.0,82.74,46.714285714285715,False,False,False
90002C,FLOWER BURST SILVER RING MIDN'T BLU,2009-12-02,2010-08-18,3.783157894736842,33.0,124.38,37.0,False,False,False
90002D,FLOWER BURST SILVER RING CRYSTAL,2009-12-02,2011-05-08,3.757058823529411,104.0,365.74,74.57142857142857,False,True,False
90002E,FLOWER BURST SILVER RING GREEN,2009-12-02,2010-08-18,3.774545454545455,18.0,67.77,37.0,False,False,False
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,2009-12-01,2011-11-29,3.7780769230769233,44.0,165.81,104.0,True,True,True
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,2009-12-01,2011-12-09,3.758857142857143,51.0,191.54,105.42857142857143,True,True,True
90003D,CRYSTAL PAIR HEART HAIR SLIDES,2009-12-01,2011-11-29,3.7734375,60.0,226.17,104.0,True,True,True
90003E,GREEN PAIR HEART HAIR SLIDES,2009-12-16,2011-12-09,3.766818181818182,32.0,120.31,103.28571428571429,True,True,True
90004A,JADE GREEN PAIR ENAMEL HAIR SLIDES,2009-12-15,2009-12-15,3.75,1.0,3.75,0.0,False,False,False
90005A,JADE GREEN ENAMEL HAIR COMB,2009-12-01,2011-04-27,2.0808771929824563,106.0,216.87,73.14285714285714,False,True,False
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,2009-12-03,2011-12-09,9.071666666666664,49.0,443.85,105.14285714285714,True,True,True
90010B,BLACK/WHITE GLASS/SILVER BRACELET,2009-12-02,2011-04-10,9.342647058823529,63.0,578.02,70.57142857142857,False,True,False
90010E,AMBER GLASS/SILVER BRACELET,2009-12-01,2011-12-02,8.912285714285714,56.0,501.65,104.42857142857143,True,True,True
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,2009-12-03,2011-11-24,2.952,15.0,44.28,103.0,True,True,True
90011B,BLACK CRYSTAL DROP EARRINGS,2009-12-03,2011-11-30,2.954,20.0,59.06,103.85714285714286,True,True,True
90011C,GREEN CRYSTAL DROP EARRINGS,2009-12-04,2011-11-24,2.94,12.0,35.33,102.85714285714286,True,True,True
90011D,PURPLE CRYSTAL DROP EARRINGS,2009-12-02,2011-11-22,2.95,5.0,14.75,102.85714285714286,True,True,True
90011E,AMBER CRYSTAL DROP EARRINGS,2009-12-08,2011-09-15,2.95125,8.0,23.61,92.28571428571429,False,True,False
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,2009-12-03,2011-10-11,8.097142857142858,13.0,74.38,96.71428571428571,False,True,False
90012B,BLACK DROP CRYSTAL NECKLACE,2009-12-03,2011-11-13,7.699999999999999,17.0,85.9,101.42857142857143,True,True,True
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,2009-12-03,2011-12-09,3.788961038961039,115.0,434.27,105.14285714285714,True,True,True
90013B,BLACK VINTAGE EARRINGS,2009-12-02,2011-11-30,4.186835443037975,104.0,428.92,104.0,True,True,True
90013C,GREEN VINTAGE EARRINGS,2009-12-01,2011-12-09,4.1125,88.0,353.55,105.42857142857143,True,True,True
90013D,PURPLE VINTAGE EARRINGS,2010-01-13,2011-06-29,3.998823529411765,46.0,178.11,76.0,False,True,False
90013E,AMBER VINTAGE EARRINGS,2009-12-09,2010-01-13,4.285,2.0,8.57,5.0,False,False,False
90014A,SILVER/MOP ORBIT NECKLACE,2009-12-07,2011-12-09,9.67725,55.0,502.01,104.57142857142857,True,True,True
90014B,GOLD M PEARL  ORBIT NECKLACE,2009-12-04,2011-10-26,9.73,34.0,333.71,98.71428571428571,True,True,True
90014C,SILVER/BLACK ORBIT NECKLACE,2009-12-02,2011-11-27,9.7565,29.0,284.67999999999995,103.57142857142857,True,True,True
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,2009-12-18,2011-10-26,8.21,29.0,207.86,96.71428571428571,True,True,True
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,2009-12-16,2011-12-09,8.433333333333334,37.0,312.14,103.28571428571429,True,True,True
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,2010-01-11,2011-12-08,8.47,17.0,144.07,99.42857142857143,True,True,True
90018A,SILVER M.O.P ORBIT DROP EARRINGS,2009-12-14,2011-12-08,4.218928571428572,75.0,316.99,103.42857142857143,True,True,True
90018B,GOLD M.O.P ORBIT DROP EARRINGS,2009-12-02,2011-12-09,4.22,39.0,164.62,105.28571428571429,True,True,True
90018C,SILVER BLACK ORBIT DROP EARRINGS,2009-12-14,2011-11-25,4.226000000000001,28.0,118.51,101.57142857142857,True,True,True
90019A,SILVER M.O.P ORBIT BRACELET,2009-12-02,2011-12-05,5.2829411764705885,68.0,354.59000000000003,104.71428571428571,True,True,True
90019B,GOLD M.O.P ORBIT BRACELET,2010-01-20,2011-12-09,5.3149999999999995,32.0,168.62,98.28571428571429,True,True,True
90019C,SILVER BLACK ORBIT BRACELET,2009-12-03,2011-12-08,5.3561764705882355,40.0,213.38,105.0,True,True,True
90020,FILIGREE DIAMANTE CHAIN,2009-12-17,2011-08-30,12.6825,6.0,76.23,88.71428571428571,False,True,False
90021,LASER CUT MULTI STRAND NECKLACE,2010-08-18,2011-04-27,11.95,5.0,59.75,36.0,False,False,False
90022,EDWARDIAN DROP EARRINGS JET BLACK,2009-12-04,2011-12-08,3.77875,37.0,139.67,104.85714285714286,True,True,True
90023,FILIGREE DIAMANTE EARRINGS,2009-12-01,2011-11-27,4.24952380952381,31.0,131.74,103.71428571428571,True,True,True
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,2010-01-28,2010-11-05,8.5,5.0,42.5,40.142857142857146,False,False,False
90024B,NEW BAROQUE B'FLY NECKLACE RED,2009-12-01,2011-12-05,8.488181818181818,25.0,212.24,104.85714285714286,True,True,True
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,2009-12-03,2011-07-25,8.498000000000001,11.0,93.48,85.57142857142857,False,True,False
90024D,NEW BAROQUE B'FLY NECKLACE PINK,2009-12-09,2011-09-29,8.5,15.0,127.5,94.14285714285714,False,True,False
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,2009-12-02,2011-03-29,8.498181818181818,16.0,135.98,68.85714285714286,False,True,False
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,2010-04-19,2011-11-30,8.436666666666667,8.0,67.61,84.28571428571429,True,True,True
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2011-04-10,2011-10-09,3.75,2.0,7.5,26.0,False,False,False
90025B,BAROQUE BUTTERFLY EARRINGS RED,2010-03-07,2011-04-21,3.763333333333333,3.0,11.29,58.57142857142857,False,True,False
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,2010-02-17,2010-10-24,3.76,6.0,22.56,35.57142857142857,False,False,False
90025D,BAROQUE BUTTERFLY EARRINGS PINK,2010-02-16,2011-09-29,3.738,5.0,18.69,84.28571428571429,False,True,False
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,2009-12-02,2011-06-06,3.7857142857142856,7.0,26.5,78.71428571428571,False,True,False
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,2010-01-11,2011-10-20,3.77875,8.0,30.23,92.42857142857143,True,True,True
90026A,GLASS BEAD HOOP NECKLACE BLACK,2010-03-19,2011-06-13,8.496666666666666,11.0,93.47,64.42857142857143,False,True,False
90026B,GLASS BEAD HOOP NECKLACE MONTANA,2009-12-13,2011-03-31,8.474285714285715,8.0,67.82,67.57142857142857,False,True,False
90026C,GLASS BEAD HOOP NECKLACE GREEN,2009-12-10,2011-11-09,8.47,8.0,67.82,99.85714285714286,True,True,True
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,2010-06-07,2011-11-18,8.5,10.0,85.0,75.57142857142857,True,True,True
90027A,GLASS BEAD HOOP EARRINGS BLACK,2010-03-21,2011-08-30,2.9450000000000003,9.0,26.52,75.28571428571429,False,True,False
90027B,GLASS BEAD HOOP EARRINGS MONTANA,2009-12-09,2011-11-25,2.943,13.0,38.28,102.28571428571429,True,True,True
90027C,GLASS BEAD HOOP EARRINGS GREEN,2009-12-14,2011-11-25,2.9391666666666665,14.0,41.17,101.57142857142857,True,True,True
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,2009-12-02,2011-12-09,3.18875,23.0,72.18,105.28571428571429,True,True,True
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,2009-12-03,2011-11-02,8.43625,29.0,244.79,99.85714285714286,True,True,True
90029,NEW BAROQUE SMALL NECKLACE BLACK,2009-12-06,2011-08-30,8.47,23.0,195.14,90.28571428571429,False,True,False
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,2009-12-09,2011-11-28,2.496,79.0,113.76,102.71428571428571,True,True,True
90030B,RED KUKUI COCONUT SEED NECKLACE,2009-12-09,2011-12-09,4.014722222222222,139.0,292.08000000000004,104.28571428571429,True,True,True
90030C,BROWN KUKUI COCONUT SEED NECKLACE,2009-12-09,2011-11-25,3.4718750000000003,87.0,151.3,102.28571428571429,True,True,True
90031,BILI NUT AND WOOD NECKLACE,2009-12-15,2011-11-25,3.2111111111111112,52.0,71.9,101.42857142857143,True,True,True
90032,IVORY SHELL HEART NECKLACE,2010-01-21,2011-10-26,6.118333333333333,48.0,271.88,91.85714285714286,True,True,True
90033,IVORY SHELL HEART EARRINGS,2009-12-02,2011-11-29,2.535555555555556,22.0,55.879999999999995,103.85714285714286,True,True,True
90034,WHITE SILVER NECKLACE SHELL GLASS,2009-12-02,2011-04-18,10.096,5.0,50.48,71.71428571428571,False,True,False
90035A,"PEARL & SHELL 42""NECKL. GREEN",2009-12-03,2011-04-13,10.721875,24.0,257.55,70.85714285714286,False,True,False
90035B,"PEARL & SHELL 42""NECKL. PINK",2009-12-02,2010-06-24,10.185,43.0,380.89,29.142857142857142,False,False,False
90035C,"PEARL & SHELL 42""NECKL. IVORY",2009-12-02,2011-05-13,10.75,28.0,301.0,75.28571428571429,False,True,False
90036A,FLOWER GARLAND NECKLACE RED,2009-12-03,2011-08-05,8.005500000000001,27.0,215.76,87.14285714285714,False,True,False
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",2010-01-18,2011-08-01,7.95,18.0,143.1,80.0,False,True,False
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",2009-12-03,2011-12-02,7.975333333333334,31.0,246.83,104.14285714285714,True,True,True
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",2009-12-01,2011-06-13,7.961875,38.0,302.29,79.85714285714286,False,True,False
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",2009-12-08,2011-10-20,7.991785714285714,45.0,358.87,97.28571428571429,True,True,True
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",2009-12-18,2011-03-23,8.041333333333334,24.0,192.17,65.71428571428571,False,True,False
90037A,TINY CRYSTAL BRACELET RED,2009-12-14,2011-01-25,2.5508333333333333,26.0,66.31,58.142857142857146,False,True,False
90037B,TINY CRYSTAL BRACELET GREEN,2010-03-16,2011-12-06,2.527,28.0,71.17,90.0,True,True,True
90037C,TINY CRYSTAL BRACELET BLUE,2009-12-14,2011-12-06,2.5330769230769232,26.0,66.08,103.14285714285714,True,True,True
90037D,TINY CRYSTALS BRACELET BLACK,2009-12-07,2010-06-23,2.56625,14.0,35.87,28.285714285714285,False,False,False
90038A,GLASS AND PAINTED BEADS BRACELET TO,2009-12-07,2011-11-24,3.786363636363636,36.0,135.8,102.42857142857143,True,True,True
90038B,GLASS AND PAINTED BEADS BRACELET OL,2009-12-14,2011-12-08,3.7838461538461536,21.0,79.19,103.42857142857143,True,True,True
90038C,GLASS AND BEADS BRACELET IVORY,2009-12-18,2011-09-02,3.7733333333333334,19.0,71.46000000000001,89.0,False,True,False
90039A,FIRE POLISHED GLASS BRACELET RED,2009-12-18,2011-12-05,3.772,10.0,37.61,102.42857142857143,True,True,True
90039B,FIRE POLISHED GLASS BRACELET MONTAN,2010-01-12,2011-07-27,3.771818181818182,21.0,78.99,80.14285714285714,False,True,False
90039C,FIRE POLISHED GLASS BRACELET BLACK,2009-12-10,2011-12-08,3.783333333333333,23.0,86.65,104.0,True,True,True
90039D,FIRE POLISHED GLASS BRACELET GREEN,2009-12-01,2011-12-06,3.79625,43.0,162.66,105.0,True,True,True
90040A,MURANO STYLE GLASS BRACELET RED,2009-12-03,2011-03-07,4.013823529411765,53.0,207.05,65.57142857142857,False,True,False
90040B,MURANO STYLE GLASS BRACELET BLACK,2009-12-03,2011-05-06,3.666944444444444,71.0,255.97,74.14285714285714,False,True,False
90040C,MURANO STYLE GLASS BRACELET GOLD,2009-12-04,2011-12-04,3.643809523809524,41.0,146.75,104.28571428571429,True,True,True
90040D,MURANO STYLE GLASS BRACELET PINK,2009-12-01,2010-09-14,3.7148,41.0,148.87,41.0,False,False,False
90041,PEARL AND CHERRY QUARTZ BRACLET,2009-12-09,2011-12-02,3.695,7.0,25.67,103.28571428571429,True,True,True
90042A,FRESHWATER PEARL BRACELET GOLD,2009-12-02,2011-04-13,2.554242424242424,63.0,160.79,71.0,False,True,False
90042B,FRESHWATER PEARL BRACELET PINK,2009-12-02,2010-11-24,2.55,17.0,43.349999999999994,51.0,False,False,False
90042C,FRESHWATER PEARL BRACELET IVORY,2010-06-02,2011-01-11,2.5430769230769235,59.0,150.20999999999998,31.857142857142858,False,False,False
90043,COPPER AND BRASS BAG CHARM,2009-12-17,2011-10-17,5.785,10.0,54.510000000000005,95.57142857142857,True,True,True
90046,WHITE WITH METAL BAG CHARM,2010-03-26,2011-07-07,4.95,13.0,64.35000000000001,66.85714285714286,False,True,False
90048,GREEN WITH METAL BAG CHARM,2009-12-08,2011-07-07,5.63,31.0,158.89,82.28571428571429,False,True,False
90049,IVORY GOLD METAL BAG CHARM,2010-05-23,2011-11-23,7.489999999999999,20.0,114.24,78.42857142857143,True,True,True
90050,CRACKED GLAZE NECKLACE IVORY,2010-01-26,2011-11-09,7.06,10.0,70.16,93.14285714285714,True,True,True
90051,CRACKED GLAZE NECKLACE RED,2010-06-28,2011-10-09,7.0590909090909095,15.0,105.72,66.85714285714286,False,True,False
90052,CRACKED GLAZE NECKLACE BROWN,2009-12-22,2011-11-15,7.136,7.0,49.58,99.0,True,True,True
90053,CRACKED GLAZE EARRINGS IVORY,2010-01-11,2011-10-07,2.523,10.0,25.23,90.57142857142857,False,True,False
90054,CRACKED GLAZE EARRINGS RED,2009-12-14,2011-12-08,2.530588235294118,17.0,43.02,103.42857142857143,True,True,True
90055,CRACKED GLAZE EARRINGS BROWN,2010-01-11,2011-12-09,2.528,10.0,25.28,99.57142857142857,True,True,True
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,2009-12-08,2011-12-06,11.013571428571428,19.0,207.94,104.0,True,True,True
90057,DIAMANTE RING ASSORTED IN BOX.,2009-12-09,2011-12-08,1.79972972972973,1804.0,2675.88,104.14285714285714,True,True,True
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,2009-12-10,2011-11-14,0.38,576.0,218.88,100.57142857142857,True,True,True
90058B,CRYSTAL STUD EARRINGS ASSORTED COL,2009-12-23,2011-12-01,0.4737931034482758,1082.0,509.08,101.14285714285714,True,True,True
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,2009-12-02,2011-12-09,1.6727083333333332,94.0,156.98,105.28571428571429,True,True,True
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,2010-01-19,2011-12-05,1.67,27.0,44.87,97.85714285714286,True,True,True
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,2009-12-09,2011-12-08,1.671304347826087,41.0,68.17999999999999,104.14285714285714,True,True,True
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,2009-12-03,2011-12-09,1.67575,64.0,106.74,105.14285714285714,True,True,True
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,2009-12-09,2011-12-09,1.6712121212121211,53.0,88.30999999999999,104.28571428571429,True,True,True
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,2009-12-16,2011-12-09,1.6688888888888886,48.0,79.86999999999999,103.28571428571429,True,True,True
90060B,FIRE POLISHED GLASS NECKL GOLD,2009-12-13,2010-12-15,5.95,6.0,35.7,52.42857142857143,False,True,False
90060C,FIRE POLISHED GLASS NECKL SILVER,2009-12-06,2010-07-04,5.95,7.0,41.65,30.0,False,False,False
90060D,FIRE POLISHED GLASS NECKL BRONZE,2009-12-06,2010-12-15,5.95,12.0,71.4,53.42857142857143,False,True,False
90060F,FIRE POLISHED GLASS NECKL GREEN,2009-12-06,2011-11-25,5.924444444444444,28.0,166.14,102.71428571428571,True,True,True
90062,CARNIVAL BRACELET,2009-12-01,2011-04-28,12.660181818181815,204.0,2591.42,73.28571428571429,False,True,False
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,2010-06-17,2011-11-03,8.49846153846154,21.0,178.48,72.0,True,True,True
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,2009-12-03,2011-11-03,8.512142857142857,20.0,170.17000000000002,100.0,True,True,True
90064A,WHITE VINTAGE CRYSTAL EARRINGS,2010-01-13,2011-11-17,4.054166666666667,20.0,79.14,96.14285714285714,True,True,True
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,2009-12-17,2011-10-12,3.75,21.0,78.75,94.85714285714286,False,True,False
90065A,WHITE VINTAGE CRYSTAL BRACELET,2009-12-02,2011-06-26,7.0600000000000005,26.0,180.46,81.57142857142857,False,True,False
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,2009-12-13,2011-11-09,7.0025,22.0,154.87,99.42857142857143,True,True,True
90066A,PINK VINTAGE VICTORIAN CHOKER,2010-07-19,2010-10-07,6.75,5.0,33.75,11.428571428571429,False,False,False
90067A,PINK VINTAGE VICTORIAN EARRINGS,2009-12-01,2011-11-15,2.943125,33.0,97.24,102.0,True,True,True
90067B,BROWN VINTAGE VICTORIAN EARRINGS,2009-12-01,2011-07-27,2.936666666666667,16.0,47.120000000000005,86.14285714285714,False,True,False
90068,"RUBY GLASS NECKLACE 42""",2010-09-28,2011-03-18,7.5,2.0,15.0,24.428571428571427,False,False,False
90069,RUBY GLASS CLUSTER NECKLACE,2009-12-10,2011-11-03,7.5,11.0,82.5,99.0,True,True,True
90070,RUBY GLASS CLUSTER BRACELET,2009-12-04,2011-11-24,6.216571428571429,63.0,385.15,102.85714285714286,True,True,True
90071,RUBY GLASS CLUSTER EARRINGS,2009-12-02,2011-12-05,1.253013698630137,87.0,108.99,104.71428571428571,True,True,True
90072,RUBY DROP CHANDELIER EARRINGS,2009-12-02,2011-12-09,4.110666666666667,44.0,176.31,105.28571428571429,True,True,True
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,2009-12-02,2011-12-07,5.029411764705882,50.0,250.34,105.0,True,True,True
90074,BLACK DIAMOND CLUSTER NECKLACE,2010-03-07,2011-11-28,9.19,7.0,64.09,90.14285714285714,True,True,True
90075,MONTANA DIAMOND CLUSTER NECKLACE,2010-03-07,2011-11-24,9.2075,10.0,92.18,89.57142857142857,True,True,True
90076,MONTANA DIAMOND CLUSTER EARRINGS,2010-01-14,2011-11-24,2.892857142857143,12.0,33.0,97.0,True,True,True
90077,BLACK DIAMOND CLUSTER EARRINGS,2009-12-14,2011-09-07,2.88,5.0,14.4,90.28571428571429,False,True,False
90078,PINK/WHITE GLASS DEMI CHOKER,2010-02-16,2010-12-13,7.528,9.0,67.64,42.857142857142854,False,False,False
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,2009-12-17,2011-10-09,5.006153846153846,21.0,104.77,94.42857142857143,False,True,False
90081A,LILY BROOCH AMETHYST COLOUR,2009-12-07,2011-12-07,4.960416666666667,49.0,242.8,104.28571428571429,True,True,True
90081B,LILY BROOCH WHITE/SILVER COLOUR,2010-10-19,2011-05-18,4.95,7.0,34.650000000000006,30.142857142857142,False,False,False
90081C,LILY BROOCH OLIVE COLOUR,2009-12-01,2011-12-07,5.032500000000001,50.0,250.47000000000003,105.14285714285714,True,True,True
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,2009-12-02,2011-12-08,6.4799999999999995,55.0,353.71,105.14285714285714,True,True,True
90082B,DIAMANTE BOW BROOCH RED COLOUR,2009-12-15,2011-12-07,6.35,58.0,368.2999999999999,103.14285714285714,True,True,True
90082C,DIAMANTE BOW BROOCH WHITE COLOUR,2010-01-13,2010-02-10,6.6433333333333335,3.0,19.93,4.0,False,False,False
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,2009-12-01,2011-11-27,6.51156862745098,103.0,664.3499999999999,103.71428571428571,True,True,True
90083,CRYSTAL CZECH CROSS PHONE CHARM,2009-12-03,2011-12-08,1.3326666666666669,52.0,48.08,105.0,True,True,True
90084,PINK CRYSTAL GUITAR PHONE CHARM,2009-12-01,2011-03-06,0.85,64.0,54.4,65.71428571428571,False,True,False
90085,CRYSTAL STILETTO PHONE CHARM,2009-12-01,2011-12-02,1.1817241379310344,311.0,275.53,104.42857142857143,True,True,True
90086,CRYSTAL FROG PHONE CHARM,2010-03-03,2011-12-09,1.4219565217391303,216.0,182.79,92.28571428571429,True,True,True
90087,CRYSTAL SEA HORSE PHONE CHARM,2009-12-01,2011-12-08,1.381320754716981,311.0,249.55999999999997,105.28571428571429,True,True,True
90088,CRYSTAL KEY+LOCK PHONE CHARM,2009-12-01,2010-11-25,0.9107142857142856,101.0,86.69999999999999,51.285714285714285,False,False,False
90089,PINK CRYSTAL SKULL PHONE CHARM,2009-12-03,2011-12-08,1.2326923076923075,104.0,91.9,105.0,True,True,True
90090,PINK CRYSTAL HEART PHONE CHARM,2009-12-01,2010-11-25,1.0168,263.0,227.72,51.285714285714285,False,False,False
90091,CRYSTAL DRAGONFLY PHONE CHARM,2010-05-10,2010-10-11,0.85,3.0,2.55,22.0,False,False,False
